full_name,email,phone,role,subteam,school,grade,company
Scott Reid,hernandezkrystal@gmail.com,588.988.8510,staff,logistics,Daniellechester University,freshman,Casey-Harris
Megan Tucker,frankcombs@gmail.com,+1-760-586-9176,attendee,,Glennchester University,other,"Murphy, Ross and Martinez"
Jerome Wilkins,rebeccahernandez@gmail.com,3412144035,attendee,,East Tracy University,graduate,Woods-Norton
Christopher Bullock,stevenskristina@yahoo.com,(302)969-8896x6546,staff,logistics,Bradmouth University,senior,"Hamilton, Cook and Taylor"
Thomas Miller,powellcheryl@yahoo.com,636.795.2511x67420,attendee,,Christinemouth University,sophomore,Collins-Hall
Ronald Hawkins,shannon87@yahoo.com,+1-283-397-5265x2497,attendee,,Kathrynland University,other,"Whitehead, Becker and Miller"
James Hall,sandersanthony@hotmail.com,(429)679-2190x988,attendee,,Wagnerville University,junior,"Russell, English and Wallace"
Laura Warren,mcbridevictoria@hotmail.com,2302598772,attendee,,Lake Destiny University,senior,Parker-Murphy
Todd Blair,nathannavarro@gmail.com,001-254-917-0827x7300,staff,finance,Carolynchester University,junior,Baker-Gibson
Richard Cannon,hannahparker@gmail.com,635-571-2992,attendee,,West Jordantown University,senior,Smith-Johnson
Hannah Young,charles25@hotmail.com,(283)685-2599x703,attendee,,Benjaminport University,freshman,"Gordon, Ingram and Johnson"
Robert Allen,pamela49@hotmail.com,9362556964,staff,finance,East Anthonymouth University,senior,"Jordan, May and Boyd"
Tony Stone,kwilkinson@yahoo.com,+1-836-513-8953x892,staff,registration,East Stephanie University,junior,Ramirez-Reynolds
Leonard Moore,vasquezmichael@gmail.com,280.445.0777,attendee,,North Nicholas University,junior,"Case, Evans and Terry"
Mary Klein,walterchristina@yahoo.com,001-345-297-6608,attendee,,West Robert University,other,Evans Inc
Mr. Ryan Jones,ricky70@yahoo.com,510-393-0740,attendee,,Krystalland University,other,Gilmore-Gonzales
