full_name,email,phone,role,subteam,school,grade,company
Ashley Miller,jeffreyjones@yahoo.com,(621)620-6519,attendee,,Sergiofurt High School,12,"Montgomery, Spence and Figueroa"
Amanda Munoz,waynehuerta@hotmail.com,+1-643-214-6479x865,attendee,,Saraside High School,9,Jenkins-Campos
Cameron Jones,mathew97@hotmail.com,229-721-6015,attendee,,Lambury High School,12,Ramos LLC
Ralph Harris,zdiaz@yahoo.com,001-765-867-8343x318,attendee,,South Stacyborough University,Masters,Robinson LLC
Victoria Reyes,ernestgomez@yahoo.com,884-386-8934x3396,attendee,,Port Melissamouth High School,11,Thomas Ltd
Charles Clark,pmay@yahoo.com,+1-894-478-8337x44752,staff,Tech Support,South Caitlin High School,11,"Holmes, Williams and Wong"
Nicole Jordan,denise67@gmail.com,+1-665-624-9861x0507,attendee,,Port Kevinborough University,Junior,Benitez Ltd
Manuel Bailey,fgonzalez@yahoo.com,+1-507-237-7275x115,attendee,,Austintown High School,9,Jones Ltd
Susan Martinez,rharrison@gmail.com,(602)614-1780,staff,Tech Support,East Samueltown High School,9,Miller-Steele
Amy Rollins,karendickson@gmail.com,260-645-9523,staff,Operations,North Angelaview University,Sophomore,"Brown, Medina and Chaney"
Steven Love,tmorse@gmail.com,+1-475-609-8566x52704,attendee,,New William High School,12,Hernandez Ltd
Robert Bennett,alee@yahoo.com,706-601-6867x22067,attendee,,New Christineport High School,12,Levy-Hall
Mr. Stephen Compton,bradfordelizabeth@hotmail.com,001-445-465-9539x258,staff,Operations,Samanthaton University,Junior,"Morrison, Martin and Perry"
Erica Johnson,rachael41@hotmail.com,562-692-7315,attendee,,Colemouth University,Sophomore,Perez-Mitchell
Marissa Dickerson,gwhite@gmail.com,478.224.6113x96353,attendee,,Wilsonbury High School,10,Davis Group
Monica Ponce,ccampbell@gmail.com,(608)240-2560,attendee,,Lake Shane High School,12,Mills Inc
Steven Peck,annathomas@gmail.com,+1-970-676-2402x7216,admin,Admin,Colefort University,Masters,"Cummings, Ford and Gutierrez"
Michael Cruz,jamessoto@yahoo.com,001-507-541-5272,attendee,,Port Kennethchester University,Sophomore,Doyle-Barrett
Teresa Anderson,wbrown@hotmail.com,9649398437,staff,Operations,New Patrickmouth University,Senior,Lopez LLC
Emily Bean,kimberly11@yahoo.com,(872)472-1822,attendee,,Harveymouth High School,11,Rodriguez Inc
Nicholas Kemp,kennethcooley@gmail.com,(422)887-1981x644,attendee,,East Douglasburgh High School,10,"Torres, Blankenship and Jones"
Kelli Brown,tyler43@yahoo.com,001-647-638-5389,attendee,,Briggsland University,Junior,Cannon Ltd
Natalie Miller,hmarsh@yahoo.com,(683)405-1048,attendee,,New Sallytown University,Sophomore,Dunn Inc
Mark Olsen,michael48@gmail.com,(432)348-9169x44289,attendee,,New Joshuastad High School,10,Lewis Ltd
Nicole Moore,bcox@gmail.com,6075776820,attendee,,Greenport High School,12,Adams-Stanley
Daniel Smith,harveyalexandra@gmail.com,(735)735-7439x37221,attendee,,Jeremiahshire University,Junior,Peters-Oconnor
