full_name,email,phone,role,subteam,school,grade,company
Mitchell Hill,brian08@hotmail.com,001-633-614-4684x79223,attendee,,Garciachester University,phd,Ellis-Russo
Abigail Jackson,ryanpeterson@yahoo.com,(935)340-1681x7010,attendee,,Port Zacharyland University,junior,"Baird, Davis and Goodman"
Thomas Hernandez,andersonjohn@yahoo.com,001-415-214-5233,attendee,,Jonesport High School,twelfth grade,"Brown, Henderson and Calderon"
Linda Young,kyle83@hotmail.com,+1-740-472-8219x5038,admin,,Janeside University,freshman,Mason Ltd
Ronnie Meyers,kyle69@yahoo.com,001-499-786-7884x22719,staff,logistics,South Chelsea University,masters,Phillips-Williams
Corey Mcpherson,lleonard@hotmail.com,(982)398-2275,attendee,,West Hunterburgh High School,eleventh grade,Figueroa and Sons
Gabriel Erickson,mbailey@yahoo.com,+1-737-605-9014x42789,attendee,,South Paul University,junior,Williams PLC
Desiree Harris,jwalker@gmail.com,567.949.2109x0084,attendee,,Lake Margaret University,other,Silva-Davenport
Joshua Hogan,lovejason@hotmail.com,(999)283-4348x6748,staff,finance,Rossborough University,sophomore,"Coleman, Casey and Garrett"
Erin Montgomery,cannonlaura@yahoo.com,495-993-9682,attendee,,Sarahview University,masters,Robertson-Wade
Nicholas Carter,nlara@hotmail.com,9807168106,attendee,,New Baileytown High School,eleventh grade,Park LLC
Gail Griffin,cwilson@gmail.com,880-573-6174x69770,staff,technology,Haleymouth University,other,Barnes-Guzman
Andrew Brooks,christopher81@yahoo.com,+1-765-262-5146x2790,admin,,Campbellberg University,junior,"Gilbert, Lowe and Nguyen"
Christine Thomas,blewis@gmail.com,972-900-3299x103,admin,,Lake Madisontown University,phd,Martin Inc
Shawn Thomas,ryanmanuel@hotmail.com,320.882.2306x015,staff,finance,Brandyside University,other,"Patel, Gomez and Bell"
Diane Miller,davidburke@gmail.com,376.365.6559x0245,attendee,,South Julie University,senior,Fisher Ltd
Bradley Hall,jessica73@hotmail.com,(605)670-7571x2859,attendee,,Rodriguezstad High School,eleventh grade,Rodriguez-Smith
Jasmine Glover,jessicaorr@gmail.com,410.352.8871x88681,attendee,,West Ericabury University,senior,Elliott-Jones
Lacey Roach,lukeharris@hotmail.com,3196723226,attendee,,West Robert High School,eleventh grade,"Robinson, Fischer and Roth"
Courtney Knight,clivingston@gmail.com,908.319.3296x423,attendee,,East Deannafort University,sophomore,"Carter, Hayes and Mathis"
Cindy Lewis,jhenry@gmail.com,+1-515-784-9319x9564,staff,operations,Smithhaven University,phd,Rhodes-Harper
Donald Lowery,samuelshelton@gmail.com,001-643-443-5951,attendee,,Rodriguezmouth University,junior,Scott-Shaw
Richard Smith,mccoychad@gmail.com,001-877-728-1191,attendee,,Harrisberg University,phd,Cox Group
Matthew Barnes,johnallen@hotmail.com,322-287-0657,staff,logistics,New Aaronfurt High School,ninth grade,Jones-Lee
Shawn Hinton,xpayne@yahoo.com,+1-323-572-7494x0399,staff,operations,Ariasberg University,senior,Lyons-White
Brandon Herrera,tiffany32@hotmail.com,(372)610-9142x5174,admin,,Reyesberg University,junior,"Haas, Herrera and Mcclure"
Jessica Brown,jmunoz@hotmail.com,223-239-6975x9016,attendee,,Rebeccabury University,junior,Nash Ltd
Christopher Spencer,wbarnes@hotmail.com,(543)475-8463x16988,attendee,,South Allisonberg University,other,Collins PLC
